Question	I would like to get involved in Music In Africa ƒ?? how can I do so?
Answer	Contact us on info@musicinafrica.net. We welcome all who believe in our initiative ƒ??journalists
Question	Are there other activities related to ACCES that I need to look out for before the conference?
Answer	Please look out for the ACCES programme online and subscribe to our monthly newsletter for updates on all the showcases
Question	How do I contribute content?
Answer	Knowledgeable individuals or businesses are welcome to contribute content with Music In Africa. You will first need to create a contributorƒ??s profile and contact us on content.en@musicinafrica.net if youƒ??d like to submit an article to be published. If your content adheres to our editorial policy
Question	What are the official languages and will there be real time translation?
Answer	English and French are our official languages. Translation will be provided for these two languages.
Question	What are the benefits of creating a profile?
Answer	An up-to-date profile provides many opportunities. Musicians and professionals working in the African music sector are able to connect with the rest of the continent and tap into a rapidly growing market throughout the globe
Question	How do I find out who is speaking and performing at ACCES 2019?
Answer	The programme will be published on the ACCES website. Also make sure to subscribe to our newsletter for updates.
Question	I have created my account but itƒ??s still not published?
Answer	The Music In Africa editorial team moderates all user-generated content
Question	Who owns the Music In Africa portal?
Answer	Music In Africa is owned and governed by the Music In Africa Foundation ƒ?? a pan-African non-profit organisation. The foundation was formed in Kenya in July 2013 and officially registered as a non-profit organisation (NPO) in South Africa in February 2014.
Question	How do I get a confirmation letter for visa purposes
Answer	The confirmation email that you receive when you register may also be used for visa purposes. However
Question	Where is ACCES happening in the coming years?
Answer	ACCES 2020 venue will be announced at ACCES 2019.
Question	How do I claim a profile?
Answer	When creating your new account
Question	I am not a music professional ƒ?? is this portal for me?
Answer	Yes. Music In Africa is for everyone interested or operating in the African music sector. Whether youƒ??re a musician
Question	Do I still need to register if I am African?
Answer	Yes. All attending delegates must register online.
Question	What is a profile?
Answer	Music In Africa allows people from all walks of life to create profiles about themselves or their music-related businesses
Question	What is the best way to book for accommodation in Accra
Answer	When registrations open we provide a list of our partner hotels for 2019. Please check our info page here for more details
Question	Can I sync any kind of external media with my Music In Africa profile?
Answer	At the moment
Question	Who selects the ACCES performers?
Answer	The ACCES Curation Committee selects performers.
Question	How does Music In Africa recommend tracks for me?
Answer	When you are logged in
Question	Will there be shuttles to get delegates to various venues?
Answer	Yes. Please refer to registration confirmation document for specific details.
Question	Are there any opportunities for me to perform?
Answer	Yes
Question	Iƒ??ve spotted an error on the site ƒ?? how can I correct it?
Answer	Simply go to the Contact Us page and send us your feedback.
Question	I want to speak at ACCES how do I do it?
Answer	In general the organising team reaches out to speakers who meet the editionƒ??s focus areas. However
Question	I do not want to Sync everything from my Soundcloud /Deezer account.
Answer	No worries
Question	Who should create a profile?
Answer	Everyone who is operating in the African music sector is welcome ƒ?? from musicians to record labels
Question	How can I contact the ACCES organizers?
Answer	Please send an email to projects@musicinafrica.net for any questions or inquiries.
Question	Which countries does Music In Africa cover?
Answer	Music In Africa has five strategically placed offices across Africa
Question	Where do I pick up my ACCES pass
Answer	There will be an on-sight registration desk where all registered delegates will receive their badges
Question	How do I become a member of the Music In Africa Foundation?
Answer	We are currently adding a feature to this website that will allow users to apply online for membership. In the interim
Question	How do I put my music on Music In Africa?
Answer	First you need to have your music on legitimate music digital platforms that are intergrated on Music In Africa. Currently these are (Soundcloud
Question	Will I be able to attend ACCES if I have not registered?
Answer	All delegates should register and reserve their seat. Only registered persons will receive the ACCES pass.
Question	ACCES is free for Africans
Answer	The fee is $100.
Question	How do I renew my contract after 12 months?
Answer	If you would like to renew your 12-month plan to continue enjoying your JioSaavn Pro subscription at $4.90/mth
Question	Who are our partner apps?
Answer	Our partner apps are Spotify
Question	Can I subscribe to multiple premium music accounts with Singtel Music?
Answer	Yes
Question	How might your data waiver for Singtel Music be affected?
Answer	Your data waiver for Singtel Music may be affected due to one or more of the following
Question	If I am an existing Spotify/KKBOX/JioSaavn/TIDAL/Deezer premium subscriber but subscribed directly to one of these services
Answer	To enjoy local data waiver
Question	Is the local data waiver applicable for other music apps?
Answer	Currently the local data charges waiver is only for Singtel Music partner apps. However
Question	How can I pay for my Singtel Music subscription?
Answer	The subscription charges for Singtel Music will be included in your monthly Singtel bill.
Question	How do I cancel my subscription to Singtel Music and what happens when I do so?
Answer	For cancellations
Question	What is TIDAL HiFi?
Answer	TIDAL HiFi is the high fidelity music subscription that allows you to stream 40 million tracks in lossless quality at 1411kbps. Lossless content is CD quality music meaning that the files are not compressed
Question	Who can subscribe to Singtel Music?
Answer	You can subscribe to Singtel Music if you are our existing Singtel Postpaid Mobile customer. If youƒ??re not an existing Singtel Postpaid Mobile customer
Question	How do I activate or link my selected premium music account?
Answer	You will receive a confirmation SMS after successful subscription of Singtel Music. Simply click on the link in the SMS and follow the steps to activate or link your selected premium music account. If you have an existing premium music account
Question	What is Deezer HiFi?
Answer	Deezer HiFi is a music streaming service that allows you to discover and play all your favourite music in high-fidelity and lossless audio. Choose from millions of tracks and playlists
Question	What is Singtel Music?
Answer	Itƒ??s a music service that allows all music lovers to stream and download their favourite songs via their favourite music apps
Question	Does the subscription for this premium music service cover data roaming fees when I am overseas? Can data charges be waived even when I am overseas?
Answer	Only local data charges are waived with Singtel Music. If you like to stream and download music while you are overseas
Question	To what extent are the local data charges waived for Singtel Music?
Answer	After you have subscribed
Question	Can Prepaid Mobile customers subscribe to Singtel Music?
Answer	Unfortunately
Question	How do I use Spotify
Answer	Please refer to the FAQs on the individual websites of the respective mobile apps for more information Spotify FAQ
Question	Where can I subscribe to Singtel Music?
Answer	You can sign up via the following
Question	What benefits do I enjoy with a Singtel Music subscription?
Answer	Youƒ??ll enjoy a premium music account on either Spotify
Question	Can you unlink a Spotify Premium/KKBOX Premium/JioSaavn Pro/TIDAL Premium/TIDAL HiFi/Deezer Premium/Deezer HiFi Music Account and link a different Spotify Premium/KKBOX Premium/JioSaavn Pro/TIDAL Premium/TIDAL HiFi/Deezer Premium/Deezer HiFi Music Account to Singtel Music?
Answer	No
Question	How do I know if my subscription to Singtel Music is successful?
Answer	After you have subscribed
Question	When can I apply for admission?
Answer	Application for admission to the programmes at the Conservatory for Academic Year 2016/2017 is open from 1 October 2015 to 31 December 2015. Applications with incomplete supporting documents will be rejected after the closing date.
Question	If I wish to transfer to Yong Siew Toh Conservatory of Music from another Bachelor of Music programme
Answer	Audition determines a candidateƒ??s studio level and ensemble requirement. Placement exams and evaluation of transcripts decide the class year and the number of semesters required to complete the programme. All transfer students must be in-residence for a minimum of two years in order to receive a degree from the University.
Question	How do I schedule an audition?
Answer	After you have submitted an online application
Question	On my Bachelor of Music Degree
Answer	Your degree will be from the National University of Singapore
Question	d) Recommendations
Answer	Comments from teachers and professors who understand your musical ability contribute to our understanding of you as a musician and are valuable in helping us decide our offer.
Question	Do I get to select my studio teacher?
Answer	Where there is a choice of studio teachers
Question	Master of Music Degree
Answer	The current annual full tuition fees for the Master of Music Degree programme are
Question	Is it necessary for overseas applicants to submit SAT
Answer	IELTS and TOEFL are not required for admission to the Conservatory. However
Question	What is the relationship between the Yong Siew Toh Conservatory and National University of Singapore (NUS)?
Answer	The Conservatory is an autonomous school within the NUS. As such
Question	Where can I obtain a recommendation form from the Conservatory?
Answer	After submitting your application online
Question	When do I take the English Language Proficiency Test?
Answer	Singaporeans
Question	How long after the audition will I hear if I have been accepted?
Answer	Offers of admission will be made from February to April 2016 with all results fully released by April 2016.
Question	How do I apply for on-campus accommodation?
Answer	Online Application for Housing & Payment of SGD26.75 Registration Fee (early May to June) Part 2
Question	CPE Certificate in Music Leadership
Answer	Financial assistance and loans are not available for this programme.
Question	When are applications due?
Answer	Online application is from 1 October to 31 December 2015. Applications with incomplete supporting documents after 31 December 2015 will be rejected.
Question	Are certificates of external examination boards accepted for admission?
Answer	Certificates and gradings obtained through external examinations such as ABRSM
Question	What should prospective Composition applicants submit in their portfolio?
Answer	Candidates are required to submit a portfolio of 3 original scores representing the applicantƒ??s most accomplished works written for different combinations of instruments/voices (example
Question	Can NUS students who are non-music majors enroll for music courses offered by the Conservatory?
Answer	The Conservatory is only able to offer limited choice of modules as electives for NUS students from other faculties. Major studies is not available for enrolment. For enquiries on music electives offered each semester
Question	When will the auditions be held in Singapore?
Answer	The audition dates in Singapore for 2016/2017 are
Question	Can diploma students from the Nanyang Academy of Fine Arts and the LaSalle College of the Arts apply?
Answer	Music diploma students from the Nanyang Academy of Fine Arts and LaSalle College of the Arts are welcome to apply but should note that placement in advanced semesters or year of study will be subject to further consideration on a case-by-case basis depending on the academic standing in NAFA and LaSalle and the audition placement score. Applicants currently in the final year of high school or equivalent studies as above are suitable to apply if they are expecting to finish their course and obtain the necessary qualifications before 1 August 2016.
Question	b) Academic Status
Answer	As the modules offered in both the Bachelor of Music (Hons) and Master degree programmes are University-level subjects
Question	Medical Examination for International Students for Studentƒ??s Pass
Answer	All international students who plan to stay in Singapore for 6 months or more will need to undergo and pass a medical examination which must include both an HIV test and a chest x-ray for detection of Tuberculosis for the application of the Studentƒ??s Pass. The original copy of both the radiologist report on the chest x-ray and the laboratory report on the HIV test must be attached to the completed medical report and submitted to the Immigration and Checkpoints Authority (ICA) within 3 months of issue.
Question	Will I be given credits if I have a diploma in music?
Answer	Applicants who have a diploma in music (obtained locally or abroad through full-time studies) must first meet the admission requirements to the Conservatory and the University. Advance standings may be considered on a case-by-case basis.
Question	CPE in Music Leadership
Answer	Fees for the CPE Certificate in Music Leadership are $400 per modular credit (MC) for 20MCs.
Question	c) English Proficiency
Answer	As classes are conducted in the English medium at the Conservatory
Question	What is the relationship between the Yong Siew Toh Conservatory and the Peabody Institute?
Answer	The Conservatoryƒ??s collaboration with the Peabody Institute is the first of its kind between a renowned American conservatory of music and a leading university in the Asia-Pacific region. Ranked among the top music schools in the world
Question	How do I apply for a scholarship?
Answer	Candidates for the Bachelor of Music (Hons) Degree programme are not required to submit a separate application for the scholarships as the award of scholarship is guaranteed for all students accepted into the undergraduate programme. Candidates offered admission to the Master of Music Degree programme may apply for financial aid after they have accepted the offer of admission. Singapore citizens accepted into the Young Artist programme are not required to submit a separate application for the NAC-Conservatory of Music Scholarship. The scholarship will be awarded to students on a case-by-case basis after a consultation with the Director as part of the consideration for acceptance into the programme.
Question	Do I need to provide the accompanist for my audition?
Answer	Applicants are recommended to perform with an accompanist at their own arrangement. Applicants auditioning in Singapore may enquire with the Conservatory Admissions Office at musadmissions@nus.edu.sg for recommendations of accompanists available in Singapore.
Question	How do I apply for Studentƒ??s Pass?
Answer	Studentƒ??s Pass is applicable to international students only and applied online via Studentƒ??s Pass Online Application & Registration (SOLAR). Part 1
Question	When are required documents due for submission?
Answer	Applicants must ensure that all necessary documents are prepared for submission at the time of application. Students pending their final year results and certificate should submit all high school transcripts up to the time of application. All documents must reach the Conservatory by the closing date of application.
Question	Bachelor of Music (Hons) Degree
Answer	The current annual full tuition fee for the Bachelor of Music (Hons) Degree programme is SGD100
Question	If I apply to major in composition
Answer	Candidates residing in Singapore who meet the audition requirements will be shortlisted for an interview during the audition week. At the interview
Question	If I cannot accept your offer of admission and/or scholarship
Answer	For Singapore male applicants enlisting for national service
Question	Young Artist
Answer	Currently
Question	When is the Freshman Arrival & Orientation?
Answer	All newly admitted students will be involved in a 3-week orientation programme from mid-July to August
Question	Bachelor of Music (Hons) Degree
Answer	The Conservatory currently offers full scholarships
Question	Can I choose pieces other than those listed in the repertoire guide for my audition?
Answer	The audition repertoire requirement for various programmes reflects the level of performance expected of the candidate in the programmes. Candidates who are unable to offer the repertoire required for audition may not be at the level to enrol in the coursework and should re-consider other options for undergraduate studies
Question	What should students prepare for enrolment at the University after acceptance?
Answer	The Conservatory Admissions will be in contact with students via email regularly regarding administration matters from early May to July. Students will receive instructions regarding on-campus housing application
Question	How do I apply for the NUS Student Card?
Answer	Students must first submit their photo online for the printing of the NUS Student Card between early May and June. Your student card will be ready and given to you during orientation.
Question	What are the important dates of the Academic Year 2016/2017?
Answer	Online Application is from 1 October 2015 to 31 December 2015. Live auditions will take place from December 2015 to March 2016 and will be held in Melbourne
Question	How will my high school or diploma results affect my chances for admission?
Answer	While the key admission criteria is the candidateƒ??s ability to perform or compose at a threshold acceptable for admission
Question	If I apply to the Yong Siew Toh Conservatory
Answer	Students are allowed to take some of the modules that are offered in NUS that are outside of the Conservatory.
Question	Who is eligible to apply for the Bachelor of Music (Hons) Degree programme?
Answer	The Bachelor of Music (Honours) Degree programme is currently offered for majors in orchestral instruments
Question	a) Audition & Interview
Answer	Preparing for a strong audition is a key requirement for admission to the major studies in performance. Candidates must be confident in performing the audition repertoire at a very high level. Candidates applying for the major in Composition will be assessed by the quality of their works submitted in their portfolio. Candidates applying for the major in Recording Arts and Science are expected to have G.C.E ƒ??Aƒ?? level equivalent passes in Mathematics and Physics.
Question	Pre-Admission Medical Examination
Answer	All newly admitted students are required to undergo a medical examination.
Question	Is there an application fee?
Answer	There is no application fee or other fees involved during the application phase. Foreign students are requested to consult with the Conservatory Admissions Office if they encounter agents charging them an application fee.
Question	Young Artist
Answer	The current annual full tuition fee for the Young Artist programme is SGD7
Question	Will students who are weak in English language receive help in terms of instruction?
Answer	All students who are not exempted from the Universityƒ??s Qualifying English Test are required to sit for the test in July 2016. Based on the test
Question	I have not completed my high school examinations. Am I eligible to apply before the audition or will have to wait till I receive my high school results and certificate?
Answer	If you are currently in the final year of high school studies and expected to graduate by June 2016
Question	Master of Music Degree
Answer	Currently
Question	When is the NUS Registration Online Exercise?
Answer	All students must be registered before commencing a course of study at the University. Registration refers to a formal process whereby a student enrols at the start of his/her period of study to become part of the NUS student community. Registration takes place from June to July and consists of two stages
Question	My copyright is being infringed
Answer	The information contained in Discogs is generally publicly available information
Question	Who added my discography to your site?
Answer	Discogs is a user built website that relies on its userbase to add and update the information that we display. Anyone can add and edit the information.
Question	Can I request staff edits or changes to my information on Discogs?
Answer	All edits to the database must be done by the community - our staff do not make edits or adjustments. If you have spotted errors
Question	Who created an account for me on your site?
Answer	The artist / label discographies are not accounts
Question	Can I get exclusive control of my artist or label page?
Answer	Sorry
Question	Can I remove information?
Answer	Information is taken directly from publicly available releases in the possession of one or more members of the site
Question	Who Can Live at The Artesan Lofts? Are There Income Restrictions?
Answer	The Artesan Lofts are made possible with financing that encourages affordable housing. As a result
Question	What is a live-work space?
Answer	A space that combines your living quarters and workspace. Artesan Lofts has offers two 2-bedroom
Question	Who Manages The Artesan Lofts?
Answer	The Artesan Lofts are managed by Realty and Mortgage Company (Phone ƒ?? 773-989-8000)
Question	How Much is the Security Deposit?
Answer	Artesan Loftsƒ?? apartments charges the equivalent to one monthƒ??s rent. Complete your pre-application online today!
Question	What is the Artist Interview Committee?
Answer	The Artist Interview Committee is drawn from local artists and community organizations as well as 1-2 members of the Property Management team. The process is friendly and informal
Question	How Much is Rent?
Answer	1 Bedroom ƒ?? $814 2 Bedroom ƒ?? $966 * Net payable rent will be reduced by a utility allowance applicable to the unit size. Explore our artist apartments and floor plans through a clickable map.
Question	Are Units at The Artesan Lofts ADA Compliant?
Answer	The Artesan Artist Lofts will not discriminate against applicants or residents because of their disability or the disability of anyone associated with them and from treating persons with disabilities less favorably than others because of their disability. Four (4) units in the building are designed for persons with mobility impairments
Question	How Does My Credit Report Affect My Application?
Answer	A. Credit Standing Eligible Artesan Lofts applicants must have a satisfactory history of meeting financial obligations
Question	Do You Have to Be An Artists to Live at The Artesan Lofts?
Answer	No
Question	How does Artesan Lofts Support the Arts Based Community?
Answer	Artesan Lofts is helping to intersect community-based arts and commerce opportunities to affordable housing. Along with the John C. Dunham Aurora Arts Center
Question	Can I Have Pets?
Answer	Every household can have 1 dog up to 25 pounds or up to two cats. A pet security deposit will be required.
Question	What Questions Will the Artist Interview Committee Ask?
Answer	The questions are based on selection criteria and asked of every artist applicant. One is a demonstrated commitment to art. The second is a desire to live in and contribute to a community
Question	What Are the Artesan Lofts?
Answer	Immersed in art
Question	What Utilities are included?
Answer	Tenant is responsible for paying their own gas and electric. However
Question	What if I Use Tools and Equipment That Makes Noise?
Answer	The property does have restrictions about noise. Quiet time is generally considered between 10pm and 7am. Amplified musical or dance practice is only allowed in the tenant common space and within the stated rules for those spaces. The project has adopted some rules about noise that adheres to the City of Aurora noise ordinance
Question	How Do I Apply?
Answer	There are three steps to the application process for rental of units at Artesan Artist Lofts
Question	Where is the parking located for the Artesan Lofts?
Answer	All residents at the Artesan Lofts will be provided with one parking pass to the Cityƒ??s ƒ??Goldƒ?parking lots / garages and will have unlimited access to these lots. If more than one parking pass is needed
Question	How Do You Define Artist?
Answer	We understand that artists work within a wide spectrum of creative pursuits. As a result
Question	Is There A Waiting List?
Answer	If an applicant is preliminarily approved and there are no available units
Question	Why do you call yourself the Artesan Lofts?
Answer	One of Auroraƒ??s strengths is diversity. The growing arts scene in Aurora is young
Question	Can I Have Roommates? Or I Have Kids
Answer	Yes
Question	Are All Art Forms Allowed at Artesan Artist Lofts?
Answer	Artistic processes that are extremely noisy
Question	How do I share my songs on Music Xray with others?
Answer	Each song is assigned its own permanent link
Question	How many songs can I upload? Is there a limit?
Answer	There is no limit to how many songs you can upload to Music Xray. In fact
Question	How do I add or change my similar artists?
Answer	When youƒ??re logged into your artist account and inside of your dashboard
Question	Where can I read about success stories on Music Xray?
Answer	Please check out our success stories page here.
Question	I don't want my songs to be public online
Answer	So you donƒ??t want your songs to be public? This question is one that comes up a lot. There's a very particular reason that all songs submitted to an industry professional have to be public. Let's say you were submitting a song that was not publicly searchable to an Industry Professional
Question	How do I delete a song I have uploaded?
Answer	In order to delete a song
Question	I am already signed to a label and have a publishing deal
Answer	This is a question that requires you to take several things into consideration. You should always check with your label or management to make sure youƒ??re in a position to find song placements. Often times
Question	Where do I view my past submissions?
Answer	To view your past submissions
Question	How do I view my potential fans?
Answer	You can see your fans from in the ƒ??Targeted Fansƒ?tab. Many of the fans have a Facebook icon next to their email address
Question	What is a ƒ??Song Activity Chartƒ??
Answer	The Song Activity Chart is a feature that allows you to track a songƒ??s progress on the site. The graph shows you your songƒ??s daily progress
Question	What is Music Xray?
Answer	Music Xray is a platform where artists can submit their music directly to Industry Professionals. When you submit to an opportunity
Question	How do I know if I am entitled to a refund?
Answer	You can only be refunded for submissions that are past the 45 day response deadline. We refund musicians when we canƒ??t live up to our end of the deal
Question	How can I check my income earned (refunds
Answer	Login to your account
Question	Who can post opportunities on Music Xray?
Answer	Only verified and vetted industry professionals can post opportunities on the site. Our staff filters all postings to ensure theyƒ??re accurate and relevant. We never allow services to be sold or solicited on the site
Question	How do I sign up as a Music Industry Professional?
Answer	To sign up as a Music Industry Professional with Music Xray
Question	What is an EPK and how can I create one?
Answer	EPK stands for Electronic Press Kit. It is a place where you can list all of your songs in an online
Question	How do I contact your support team for help?
Answer	There is a black
Question	"What is the difference between ""songs with Diagnostics"" and ""songs without Diagnostics""?"
Answer	Weƒ??ll show you how your song is perceived by the industry and how its ratings compare to all the other songs on the site.Next
Question	Where do I find my songƒ??s permanent link/URL?
Answer	There are two ways to find your songƒ??s permanent link (xray)
Question	Do your songs have to be professionally recorded
Answer	The quality of the songs do not always matter on Music Xray. Its important to read the descriptions for an opportunity before you submit to get a feel for what types of tracks the industry professional is looking for. Sometimes an industry professional is looking for finalized songs for radio play
Question	I've received a response but I am not sure what it means. What is a submission status/response and how do I find these for each song within my account?
Answer	The submission status appears on every submission you make and depending on the opportunity you submit to the status may vary. To check on the status of each submission
Question	Does Music Xray take a cut of deals?
Answer	No. We do not take any portion of any deal reached as a result of our site. We let you keep all the money you make from any deal. If you encounter any questionable material within a contract
Question	How do I get the money I made from my tip jar?
Answer	Your tips will go directly into your Account Balance
Question	How can I use the Affiliate Program and RSS Feed to Earn Money?
Answer	If you are using your affiliate id for posts to the Music Xray site to earn extra income you can now use our RSS feed to do the same. Just use this RSS feed that has the latest opportunities and include your affiliate id (i.e. - http
Question	How are my ratings collected?
Answer	Your ratings are collected in one of two ways. When you run a Diagnostics campaign your song is sent to five industry professionals who specialize in your genre for their ratings consideration. This lets us establish a baseline for your track in the industry. From there weƒ??re able to calculate other data around your track based on how songs with similar ratings compared.Every time you make a submission on Music Xray
Question	Music Xray is asking me to associate my Facebook account. What if I don't want to do this? What happens if I do?
Answer	If you sign up for a fan account with Music Xray
Question	How to I enter
Answer	You must enter your Paypal information so youƒ??re able to receive payments from Music Xray. Please login to your account first. Once you're in your account
Question	Is there a sign-up fee with Music Xray?
Answer	With Music Xray
Question	Where do I run a Fan Match campaign?
Answer	Once youƒ??re logged into your account and in your dashboard tab
Question	I'm not receiving email updates from Music Xray! How do I fix this?
Answer	Please login to your account first. Once you're in your account
Question	My Fan Match campaign appears to be stuck. How can I fix this?
Answer	If your campaign appears to be stalled at a certain number of fans
Question	What can I do with a Music Xray artist account?
Answer	Please visit this link for more information!
Question	What is the Average Submission Graph?
Answer	The average submission graph shows how many submissions it took on average for songs with similar ratings to be selected on Music Xray. You can use this chart to set realistic expectations about how your song might be received in the industry
Question	How do I upload songs to Music Xray?
Answer	When youƒ??re logged into your account
Question	Why do I need to enter similar artists?
Answer	You must enter similar artists in order to target the fans that have musical interests who would appreciate your music. Without listing similar artists
Question	How do I contact your support team for help?
Answer	There is a black
Question	What is S2O (Sonic Opportunity Matching)?
Answer	S2O is a tool designed for artists to receive better opportunity matches. After your music is uploaded to our website
Question	What is your 45 day Listen and Response Guarantee?
Answer	At Music Xray
Question	How do you calculate my cost per fan?
Answer	We calculate your cost per fan using the following formula
Question	How do I create an account?
Answer	Sign up for an Industry Professional account here.Sign up for an Artist account here.Sign up for a Fan account here.
Question	What is the ƒ??target fansƒ?button?
Answer	The ƒ??target fansƒ?button allows you to target potential fans whose taste preferences are specifically matched to your music. These potential fans will be sent the song of your choice
Question	Can I submit only lyrics to an opportunity?
Answer	You are able to upload anything that is in mp3 format; however
Question	How do I edit song information?
Answer	To edit the information on your songs
Question	How do I know they are legitimate? Do you screen your industry professionals?
Answer	All the Music Industry Professionals on Music Xray are background checked
Question	I'm not receiving email updates from Music Xray! How do I fix this?
Answer	Please login to your account first. Once you're in your account
Question	What format and size must my songs be?
Answer	Your songs must be in mp3 format and under 20MB.
Question	How do I pay out my Account Balance to PayPal?
Answer	If you would like for your funds to be transferred back into your PayPal account
Question	What happens to the submission fee set by the Industry Professional?
Answer	Music Industry Professionals set their fee based on how many submissions they can handle. Many of them send their fees off to various charities directly from Music Xray. Theyƒ??re not allowed to use the fees as part of their business or to run contests. We do not tolerate any Industry Professional abusing these fees
Question	What is the ƒ??Sonic Opportunity Matchesƒ?button?
Answer	The ƒ??Sonic Opportunity Matchesƒ?button shows you all of your opportunity matches for this song. Click here to read more about S20 and opportunity matches.
Question	What are ƒ??Recommended Next Stepsƒ??
Answer	You can think of your Recommended Next Steps as a GPS-like roadmap for gaining traction in the industry. Theyƒ??re data driven recommendations that factor in your songs strengths. We also recommend targeted actions
Question	How do I sign up as a Music Industry Professional?
Answer	To sign up as a Music Industry Professional with Music Xray
Question	How long can I expect to wait until I hear back from an Industry Professional?
Answer	The Industry Professionals on our site have a strict 45 day deadline policy that they must adhere to. We feel that this gives them enough time to consider submissions in relation to others they receive
Question	I'm having an issuing finding my payouts. How can I make sure I was actually paid out?
Answer	If you login to your account
Question	Who are the fans that Iƒ??m targeting on Music Xray?
Answer	These fans are people
Question	How can I check my income earned (refunds
Answer	Login to your account
Question	How does Diagnostics affect legacy users (Created account before February 20th 2013)?
Answer	If you have previously submitted to a Music Xray opportunity before February 20th
Question	What exactly is the Music Xray transaction fee?
Answer	Transaction fees do differ from submission fees. Let us explain
Question	Is my music copyright protected? How do I know?
Answer	As far as copyright laws go
Question	How do I receive Sonic Opportunity Matching matches?
Answer	If we have found an S2O match for your song(s)
Question	How do I set up my tip jar?
Answer	Select the ƒ??tipsƒ?tab and click on ƒ??tip jarƒ?from the dropdown menu. You can find the direct link
Question	How can I invite other friends (musicians) to join Music Xray?
Answer	To invite your friends to join Music Xray
Question	What are industry ratings?
Answer	Your song is rated based on 5 factors
Question	Can I submit instrumental tracks?
Answer	Of course! Many opportunities accept both instrumental tracks and songs with vocals. Do your songs have to be professionally recorded
Question	What is the ƒ??Search Displaysƒ?tab?
Answer	The ƒ??Search Displaysƒ?tab is split into three categories
Question	Help! I keep receiving an error message whenever I try to perform a certain action. What do I do?
Answer	Weƒ??re sorry youƒ??re having an issue! We suggest trying these troubleshooting steps to see if it fixes the problem first
Question	Can I submit instrumental tracks?
Answer	Of course! Many opportunities accept both instrumental tracks and songs with vocals.
Question	What is a pingback and how do I find this?
Answer	"A ""pingback"" is just another word for ""conversation."" To see your pingbacks"
Question	How do I sign up as a fan and what happens when I do?
Answer	All you have to do as a fan seeking new music is sign-up
Question	How does fan targeting work and how much does it cost?
Answer	For every $1 you spend
Question	What is Fan Match?
Answer	Fan Match does two things
Question	How do I edit my fan match profile?
Answer	To edit your Fan Match profile
Question	What happens when I delete a song?
Answer	When you delete a song that has been submitted to an opportunity in the past
Question	How do I change my email address?
Answer	If you need to change your email address
Question	How do I set-up my Next Big Sound Statistics?
Answer	To set up your Next Big Sound Artist Statistics
Question	How do I opt out of Fan Targeting (with my Diagnostics package)?
Answer	After you purchase Diagnostics
Question	How do I sign up as an artist on Music Xray?
Answer	On our home page
Question	What data does a Song Activity Chart track?
Answer	It tracks things such as
Question	How do I sign up as an artist on Music Xray?
Answer	On our home page
Question	Where are my refunds located?
Answer	When you are logged into your account
Question	Can I filter opportunities by location or cost?
Answer	Currently
Question	Where do I find my songƒ??s permanent link/URL?
Answer	There are two ways to find your songƒ??s permanent link (xray)
Question	How do I sign up as a fan and what happens when I do?
Answer	All you have to do as a fan seeking new music is sign-up
Question	Can I add more potential fans to a campaign thatƒ??s already running?
Answer	Yes
Question	What is Music Xray?
Answer	Music Xray is a platform where artists can submit their music directly to Industry Professionals. When you submit to an opportunity
Question	What is the manage track button?
Answer	The ƒ??manage trackƒ?button takes you to the manage track page - your new hub for managing all information around a particular track
Question	Why does Music Xray allow Industry Professionals to charge submission fees?
Answer	You only pay when you decide to submit a song to an opportunity
Question	"What is the difference between ""income earned"
Answer	Income Earned
Question	Who are the Music Industry Professionals on Music Xray?
Answer	The Music Industry Professionals on Music Xray represent a wide variety of backgrounds
Question	How do I make my song available for download?
Answer	In your dashboard tab
Question	How do I upload songs to Music Xray?
Answer	When youƒ??re logged into your account
Question	Where are my ratings located?
Answer	When youƒ??re in your artist dashboard
Question	What is S2O (Sonic Opportunity Matching)?
Answer	S2O is a tool designed for artists to receive better opportunity matches. After your music is uploaded to our website
Question	How many songs can I submit to each opportunity at once?
Answer	Physically
Question	What types of responses can I expect to receive? Will my song always be given a response? If so
Answer	Short response types
Question	What is Fan Match?
Answer	Fan Match does two things
Question	How does Diagnostics affect legacy users (Created account before February 20th 2013)?
Answer	If you have previously submitted to a Music Xray opportunity before February 20th
Question	What is the purpose of fan match for fans?
Answer	Our Fan Match feature on our site is designed to introduce you to artists in their very first stage of their career. Because our artists are at varying levels in their career
Question	What if the band or member of the band can't make it on the day?
Answer	If a member of the band is unable to attend on the day of the event
Question	How do I confirm a booking?
Answer	If you would like to book a band
Question	How long will the band play for?
Answer	Every band has various options but you can expect most bands to offer either 2 x 45
Question	Is the band PAT tested with adequate public liability insurance (PLI)?
Answer	Yes
Question	What will the band wear?
Answer	Function bands will usually dress smart in suits or shirt and trousers. If you've chosen a band with a particular image
Question	Do we need to hire a raised stage?
Answer	A stage is always a great addition to a performance but is not a requirement.
Question	What time will the band arrive?
Answer	Bands will usually arrive and set-up from 5
Question	Does the price quoted include travel costs and expenses?
Answer	Yes
Question	Are there any hidden fees such as VAT?
Answer	No
Question	What time should the band start playing?
Answer	This is completely up to you and your schedule on the day. For evening events
Question	Will the band require refreshments?
Answer	We request that the band is provided with free soft drinks throughout their stay at the venue and a meal
Question	What are the minimum power requirements for the band?
Answer	Most bands require at least 2-3 independent 13 amp sockets. This can vary depending on the size of the band and sound system. Details will be included on the contract.
